Page;product;experimental;unreleased;season;alternateRecipe;mainRecipe;recipeName;craftedIn;avgPower;inCraftBench;inWorkShop;researchTier;producedIn;craftingTime;craftingClicks;productCount;productsPerMinute;product2;productCount2;productsPerMinute2;product3;productCount3;productsPerMinute3;product4;productCount4;productsPerMinute4;quantity1;ingredient1;quantity2;ingredient2;quantity3;ingredient3;quantity4;ingredient4;quantity5;ingredient5;quantity6;ingredient6;quantity7;ingredient7;quantity8;ingredient8;quantity9;ingredient9;quantity10;ingredient10
Foundations;"Foundation 4m (Asphalt)";;0;;0;1;"Foundation 4m (Asphalt)";"Build Gun";;0;0;"[[Tier 1]] - Base Building&lt;br/&gt;∧ [[AWESOME Shop]] - Asphalt Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Foundation 4m (Coated)";;0;;0;1;"Foundation 4m (Coated)";"Build Gun";;0;0;"[[Tier 1]] - Base Building&lt;br/&gt;∧ [[AWESOME Shop]] - Coated Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Foundation 4m (Concrete)";;0;;0;1;"Foundation 4m (Concrete)";"Build Gun";;0;0;"[[Tier 1]] - Base Building&lt;br/&gt;∧ [[AWESOME Shop]] - Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Foundation 4m (FICSIT)";;0;;0;1;"Foundation 4m (FICSIT)";"Build Gun";;0;0;"[[Tier 1]] - Base Building";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Foundation 4m (Grip Metal)";;0;;0;1;"Foundation 4m (Grip Metal)";"Build Gun";;0;0;"[[Tier 1]] - Base Building&lt;br/&gt;∧ [[AWESOME Shop]] - Grip Metal Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Half Foundation 1m (Asphalt)";;0;;0;1;"Half Foundation 1m (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Half Foundation Set&lt;br/&gt;∧ [[AWESOME Shop]] - Asphalt Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Half Foundation 1m (Coated)";;0;;0;1;"Half Foundation 1m (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Half Foundation Set&lt;br/&gt;∧ [[AWESOME Shop]] - Coated Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Half Foundation 1m (Concrete)";;0;;0;1;"Half Foundation 1m (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Half Foundation Set&lt;br/&gt;∧ [[AWESOME Shop]] - Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Half Foundation 1m (FICSIT)";;0;;0;1;"Half Foundation 1m (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Half Foundation Set";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Half Foundation 1m (Grip Metal)";;0;;0;1;"Half Foundation 1m (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Half Foundation Set&lt;br/&gt;∧ [[AWESOME Shop]] - Grip Metal Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Half Foundation 2m (Asphalt)";;0;;0;1;"Half Foundation 2m (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Half Foundation Set&lt;br/&gt;∧ [[AWESOME Shop]] - Asphalt Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Half Foundation 2m (Coated)";;0;;0;1;"Half Foundation 2m (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Half Foundation Set&lt;br/&gt;∧ [[AWESOME Shop]] - Coated Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Half Foundation 2m (Concrete)";;0;;0;1;"Half Foundation 2m (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Half Foundation Set&lt;br/&gt;∧ [[AWESOME Shop]] - Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Half Foundation 2m (FICSIT)";;0;;0;1;"Half Foundation 2m (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Half Foundation Set";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Half Foundation 2m (Grip Metal)";;0;;0;1;"Half Foundation 2m (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Half Foundation Set&lt;br/&gt;∧ [[AWESOME Shop]] - Grip Metal Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Half Foundation 4m (Asphalt)";;0;;0;1;"Half Foundation 4m (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Half Foundation Set&lt;br/&gt;∧ [[AWESOME Shop]] - Asphalt Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Half Foundation 4m (Coated)";;0;;0;1;"Half Foundation 4m (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Half Foundation Set&lt;br/&gt;∧ [[AWESOME Shop]] - Coated Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Half Foundation 4m (Concrete)";;0;;0;1;"Half Foundation 4m (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Half Foundation Set&lt;br/&gt;∧ [[AWESOME Shop]] - Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Half Foundation 4m (FICSIT)";;0;;0;1;"Half Foundation 4m (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Half Foundation Set";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Half Foundation 4m (Grip Metal)";;0;;0;1;"Half Foundation 4m (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Half Foundation Set&lt;br/&gt;∧ [[AWESOME Shop]] - Grip Metal Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Inner Corner Extension 1m (Asphalt)";;0;;0;1;"Inner Corner Extension 1m (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inner Corner Extension 1m (Coated)";;0;;0;1;"Inner Corner Extension 1m (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Inner Corner Extension 1m (Concrete)";;0;;0;1;"Inner Corner Extension 1m (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inner Corner Extension 1m (FICSIT)";;0;;0;1;"Inner Corner Extension 1m (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Inner Corner Extension 1m (Grip Metal)";;0;;0;1;"Inner Corner Extension 1m (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Inner Corner Extension 2m (Asphalt)";;0;;0;1;"Inner Corner Extension 2m (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inner Corner Extension 2m (Coated)";;0;;0;1;"Inner Corner Extension 2m (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Inner Corner Extension 2m (Concrete)";;0;;0;1;"Inner Corner Extension 2m (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inner Corner Extension 2m (FICSIT)";;0;;0;1;"Inner Corner Extension 2m (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Inner Corner Extension 2m (Grip Metal)";;0;;0;1;"Inner Corner Extension 2m (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Inner Corner Extension 4m (Asphalt)";;0;;0;1;"Inner Corner Extension 4m (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inner Corner Extension 4m (Coated)";;0;;0;1;"Inner Corner Extension 4m (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Inner Corner Extension 4m (Concrete)";;0;;0;1;"Inner Corner Extension 4m (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inner Corner Extension 4m (FICSIT)";;0;;0;1;"Inner Corner Extension 4m (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Inner Corner Extension 4m (Grip Metal)";;0;;0;1;"Inner Corner Extension 4m (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Inner Corner Quarter Pipe (Asphalt)";;0;;0;1;"Inner Corner Quarter Pipe (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inner Corner Quarter Pipe (Coated)";;0;;0;1;"Inner Corner Quarter Pipe (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Inner Corner Quarter Pipe (Concrete)";;0;;0;1;"Inner Corner Quarter Pipe (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inner Corner Quarter Pipe (FICSIT)";;0;;0;1;"Inner Corner Quarter Pipe (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Inner Corner Quarter Pipe (Grip Metal)";;0;;0;1;"Inner Corner Quarter Pipe (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Inv. Down Corner 1m (Asphalt)";;0;;0;1;"Inv. Down Corner 1m (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Asphalt Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inv. Down Corner 1m (Coated)";;0;;0;1;"Inv. Down Corner 1m (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Coated Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Inv. Down Corner 1m (Concrete)";;0;;0;1;"Inv. Down Corner 1m (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inv. Down Corner 1m (FICSIT)";;0;;0;1;"Inv. Down Corner 1m (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Inv. Down Corner 1m (Grip Metal)";;0;;0;1;"Inv. Down Corner 1m (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Grip Metal Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Inv. Down Corner 2m (Asphalt)";;0;;0;1;"Inv. Down Corner 2m (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Asphalt Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inv. Down Corner 2m (Coated)";;0;;0;1;"Inv. Down Corner 2m (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Coated Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Inv. Down Corner 2m (Concrete)";;0;;0;1;"Inv. Down Corner 2m (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inv. Down Corner 2m (FICSIT)";;0;;0;1;"Inv. Down Corner 2m (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Inv. Down Corner 2m (Grip Metal)";;0;;0;1;"Inv. Down Corner 2m (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Grip Metal Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Inv. Down Corner 4m (Asphalt)";;0;;0;1;"Inv. Down Corner 4m (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Asphalt Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inv. Down Corner 4m (Coated)";;0;;0;1;"Inv. Down Corner 4m (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Coated Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Inv. Down Corner 4m (Concrete)";;0;;0;1;"Inv. Down Corner 4m (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inv. Down Corner 4m (FICSIT)";;0;;0;1;"Inv. Down Corner 4m (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Inv. Down Corner 4m (Grip Metal)";;0;;0;1;"Inv. Down Corner 4m (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Grip Metal Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Inv. Ramp 1m (Asphalt)";;0;;0;1;"Inv. Ramp 1m (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Asphalt Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inv. Ramp 1m (Coated)";;0;;0;1;"Inv. Ramp 1m (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Coated Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Inv. Ramp 1m (Concrete)";;0;;0;1;"Inv. Ramp 1m (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inv. Ramp 1m (FICSIT)";;0;;0;1;"Inv. Ramp 1m (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Ramp Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Inv. Ramp 1m (Grip Metal)";;0;;0;1;"Inv. Ramp 1m (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Grip Metal Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Inv. Ramp 2m (Asphalt)";;0;;0;1;"Inv. Ramp 2m (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Asphalt Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inv. Ramp 2m (Coated)";;0;;0;1;"Inv. Ramp 2m (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Coated Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Inv. Ramp 2m (Concrete)";;0;;0;1;"Inv. Ramp 2m (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inv. Ramp 2m (FICSIT)";;0;;0;1;"Inv. Ramp 2m (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Ramp Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Inv. Ramp 2m (Grip Metal)";;0;;0;1;"Inv. Ramp 2m (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Grip Metal Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Inv. Ramp 4m (Asphalt)";;0;;0;1;"Inv. Ramp 4m (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Asphalt Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inv. Ramp 4m (Coated)";;0;;0;1;"Inv. Ramp 4m (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Coated Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Inv. Ramp 4m (Concrete)";;0;;0;1;"Inv. Ramp 4m (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inv. Ramp 4m (FICSIT)";;0;;0;1;"Inv. Ramp 4m (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Ramp Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Inv. Ramp 4m (Grip Metal)";;0;;0;1;"Inv. Ramp 4m (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Grip Metal Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Inv. Up Corner 1m (Asphalt)";;0;;0;1;"Inv. Up Corner 1m (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Asphalt Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inv. Up Corner 1m (Coated)";;0;;0;1;"Inv. Up Corner 1m (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Coated Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Inv. Up Corner 1m (Concrete)";;0;;0;1;"Inv. Up Corner 1m (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inv. Up Corner 1m (FICSIT)";;0;;0;1;"Inv. Up Corner 1m (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Inv. Up Corner 1m (Grip Metal)";;0;;0;1;"Inv. Up Corner 1m (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Grip Metal Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Inv. Up Corner 2m (Asphalt)";;0;;0;1;"Inv. Up Corner 2m (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Asphalt Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inv. Up Corner 2m (Coated)";;0;;0;1;"Inv. Up Corner 2m (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Coated Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Inv. Up Corner 2m (Concrete)";;0;;0;1;"Inv. Up Corner 2m (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inv. Up Corner 2m (FICSIT)";;0;;0;1;"Inv. Up Corner 2m (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Inv. Up Corner 2m (Grip Metal)";;0;;0;1;"Inv. Up Corner 2m (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Grip Metal Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Inv. Up Corner 4m (Asphalt)";;0;;0;1;"Inv. Up Corner 4m (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Asphalt Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inv. Up Corner 4m (Coated)";;0;;0;1;"Inv. Up Corner 4m (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Coated Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Inv. Up Corner 4m (Concrete)";;0;;0;1;"Inv. Up Corner 4m (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inv. Up Corner 4m (FICSIT)";;0;;0;1;"Inv. Up Corner 4m (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
